match_name,team,batting_pos,player_name,dismissal,runs,balls,fours,sixes,strike_rate,player_name_clean,team_clean,player_id
AFGHANISTAN vs BANGLADESH,Afghanistan,6,Karim Janat,not out,7,6,1,0,116.67,karim janat,AFG,P173
AFGHANISTAN vs BANGLADESH,Afghanistan,7,Rashid Khan (c),not out,19,10,0,3,190,rashid khan,AFG,P172
AFGHANISTAN vs BANGLADESH,Bangladesh,1,Litton Das,not out,54,49,5,1,110.2,litton das,BAN,P282
AFGHANISTAN vs BANGLADESH,Bangladesh,2,Tanzid Hasan,lbw b Fazalhaq Farooqi,0,3,0,0,0,tanzid hasan tamim,BAN,P277
AFGHANISTAN vs BANGLADESH,Bangladesh,3,Najmul Hossain Shanto (c),c Nabi b Naveen-ul-Haq,5,5,1,0,100,najmul hossain shanto,BAN,P275
AFGHANISTAN vs BANGLADESH,Bangladesh,4,Shakib Al Hasan,c and b Naveen-ul-Haq,0,1,0,0,0,shakib al hasan,BAN,P279
AFGHANISTAN vs BANGLADESH,Bangladesh,5,Soumya Sarkar,b Rashid Khan,10,10,1,0,100,soumya sarkar,BAN,P276
AFGHANISTAN vs BANGLADESH,Bangladesh,6,Towhid Hridoy,c Ibrahim Zadran b Rashid Khan,14,9,2,0,155.56,towhid hridoy,BAN,P278
AFGHANISTAN vs BANGLADESH,Bangladesh,7,Mahmudullah,c (sub)Mohammad Ishaq b Rashid Khan,6,9,1,0,66.67,mahmudullah,BAN,P280
AFGHANISTAN vs BANGLADESH,Bangladesh,8,Rishad Hossain,b Rashid Khan,0,1,0,0,0,rishad hossain,BAN,P286
AFGHANISTAN vs BANGLADESH,Bangladesh,9,Tanzim Hasan Sakib,c Nabi b Gulbadin,3,10,0,0,30,tanzim hasan sakib,BAN,P289
AFGHANISTAN vs BANGLADESH,Bangladesh,10,Taskin Ahmed,b Naveen-ul-Haq,2,9,0,0,22.22,taskin ahmed,BAN,P284
AFGHANISTAN vs BANGLADESH,Bangladesh,11,Mustafizur Rahman,lbw b Naveen-ul-Haq,0,1,0,0,0,mustafizur rahman,BAN,P287
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,1,Gurbaz,c Reeza Hendricks b Marco Jansen,0,3,0,0,0,rahmanullah gurbaz,AFG,P175
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,2,Ibrahim Zadran,b Rabada,2,5,0,0,40,ibrahim zadran,AFG,P166
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,3,Gulbadin,b Marco Jansen,9,8,2,0,112.5,gulbadin naib,AFG,P169
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,4,Azmatullah,c Tristan Stubbs b Nortje,10,12,2,0,83.33,azmatullah omarzai,AFG,P170
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,5,Nabi,b Rabada,0,3,0,0,0,mohammad nabi,AFG,P171
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,6,Nangeyalia Kharote,c de Kock b Marco Jansen,2,7,0,0,28.57,nangeyalia kharote,AFG,P174
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,7,Karim Janat,lbw b Shamsi,8,13,1,0,61.54,karim janat,AFG,P173
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,8,Rashid Khan (c),b Nortje,8,8,2,0,100,rashid khan,AFG,P172
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,9,Noor Ahmad,lbw b Shamsi,0,2,0,0,0,noor ahmad,AFG,P178
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,10,Naveen-ul-Haq,lbw b Shamsi,2,8,0,0,25,naveen-ul-haq,AFG,P179
AFGHANISTAN vs SOUTH AFRICA,Afghanistan,11,Fazalhaq Farooqi,not out,2,2,0,0,100,fazalhaq farooqi,AFG,P180
AFGHANISTAN vs SOUTH AFRICA,South Africa,1,Quinton de Kock,b Fazalhaq Farooqi,5,8,1,0,62.5,quinton de kock,RSA,P125
AFGHANISTAN vs SOUTH AFRICA,South Africa,2,Reeza Hendricks,not out,29,25,3,1,116,reeza hendricks,RSA,P122
AFGHANISTAN vs SOUTH AFRICA,South Africa,3,Aiden Markram (c),not out,23,21,4,0,109.52,aiden markram,RSA,P121
INDIA vs ENGLAND,India,1,Rohit (c),b Adil Rashid,57,39,6,2,146.15,rohit sharma,IND,P1
INDIA vs ENGLAND,India,2,Kohli,b R Topley,9,9,0,1,100,virat kohli,IND,P3
INDIA vs ENGLAND,India,3,Pant,c Bairstow b Sam Curran,4,6,0,0,66.67,rishabh pant,IND,P9
INDIA vs ENGLAND,India,4,Suryakumar Yadav,c Chris Jordan b Jofra Archer,47,36,4,2,130.56,suryakumar yadav,IND,P4
INDIA vs ENGLAND,India,5,Hardik Pandya,c Sam Curran b Chris Jordan,23,13,1,2,176.92,hardik pandya,IND,P5
INDIA vs ENGLAND,India,6,Ravindra Jadeja,not out,17,9,2,0,188.89,ravindra jadeja,IND,P7
INDIA vs ENGLAND,India,7,Shivam Dube,c Jos Buttler b Chris Jordan,0,1,0,0,0,shivam dube,IND,P6
INDIA vs ENGLAND,India,8,Axar,c Salt b Chris Jordan,10,6,0,1,166.67,axar patel,IND,P8
INDIA vs ENGLAND,India,9,Arshdeep Singh,not out,1,1,0,0,100,arshdeep singh,IND,P13
INDIA vs ENGLAND,England,1,Philip Salt,b Bumrah,5,8,0,0,62.5,philip salt,ENG,P39
INDIA vs ENGLAND,England,2,Jos Buttler (c & wk),c Pant b Axar,23,15,4,0,153.33,jos buttler,ENG,P37
INDIA vs ENGLAND,England,3,Moeen Ali,st Pant b Axar,8,10,0,0,80,moeen ali,ENG,P33
INDIA vs ENGLAND,England,4,Jonny Bairstow,b Axar,0,3,0,0,0,jonny bairstow,ENG,P38
INDIA vs ENGLAND,England,5,Harry Brook,b Kuldeep Yadav,25,19,3,0,131.58,harry brook,ENG,P31
INDIA vs ENGLAND,England,6,Sam Curran,lbw b Kuldeep Yadav,2,4,0,0,50,sam curran,ENG,P36
INDIA vs ENGLAND,England,7,Liam Livingstone,run out (Kuldeep Yadav/Axar),11,16,0,0,68.75,liam livingstone,ENG,P35
INDIA vs ENGLAND,England,8,Chris Jordan,lbw b Kuldeep Yadav,1,5,0,0,20,chris jordan,ENG,P42
INDIA vs ENGLAND,England,9,Jofra Archer,lbw b Bumrah,21,15,1,2,140,jofra archer,ENG,P40
INDIA vs ENGLAND,England,10,Adil Rashid,run out (Suryakumar Yadav),2,2,0,0,100,adil rashid,ENG,P43
INDIA vs ENGLAND,England,11,Reece Topley,not out,3,3,0,0,100,reece topley,ENG,P44
INDIA vs SOUTH AFRICA,India,1,Rohit (c),c Klaasen b Maharaj,9,5,2,0,180,rohit sharma,IND,P1
INDIA vs SOUTH AFRICA,India,2,Kohli,c Rabada b Marco Jansen,76,59,6,2,128.81,virat kohli,IND,P3
INDIA vs SOUTH AFRICA,India,3,Pant,c de Kock b Maharaj,0,2,0,0,0,rishabh pant,IND,P9
INDIA vs SOUTH AFRICA,India,4,Suryakumar Yadav,c Klaasen b Rabada,3,4,0,0,75,suryakumar yadav,IND,P4
INDIA vs SOUTH AFRICA,India,5,Axar,run out (de Kock),47,31,1,4,151.61,axar patel,IND,P8
INDIA vs SOUTH AFRICA,India,6,Shivam Dube,c David Miller b Nortje,27,16,3,1,168.75,shivam dube,IND,P6
INDIA vs SOUTH AFRICA,India,7,Hardik Pandya,not out,5,2,1,0,250,hardik pandya,IND,P5
INDIA vs SOUTH AFRICA,India,8,Ravindra Jadeja,c Maharaj b Nortje,2,2,0,0,100,ravindra jadeja,IND,P7
INDIA vs SOUTH AFRICA,South Africa,1,Reeza Hendricks,b Bumrah,4,5,1,0,80,reeza hendricks,RSA,P122
INDIA vs SOUTH AFRICA,South Africa,2,Quinton de Kock,c Kuldeep Yadav b Arshdeep Singh,39,31,4,1,125.81,quinton de kock,RSA,P125
INDIA vs SOUTH AFRICA,South Africa,3,Aiden Markram (c),c Pant b Arshdeep Singh,4,5,1,0,80,aiden markram,RSA,P121
INDIA vs SOUTH AFRICA,South Africa,4,Tristan Stubbs,b Axar,31,21,3,1,147.62,tristan stubbs,RSA,P128
INDIA vs SOUTH AFRICA,South Africa,5,Heinrich Klaasen,c Pant b Hardik Pandya,52,27,2,5,192.59,heinrich klaasen,RSA,P126
INDIA vs SOUTH AFRICA,South Africa,6,David Miller,c Suryakumar Yadav b Hardik Pandya,21,17,1,1,123.53,david miller,RSA,P123
INDIA vs SOUTH AFRICA,South Africa,7,Marco Jansen,b Bumrah,2,4,0,0,50,marco jansen,RSA,P124
INDIA vs SOUTH AFRICA,South Africa,8,Keshav Maharaj,not out,2,7,0,0,28.57,keshav maharaj,RSA,P132
INDIA vs SOUTH AFRICA,South Africa,9,Kagiso Rabada,c Suryakumar Yadav b Hardik Pandya,4,3,1,0,133.33,kagiso rabada,RSA,P134
INDIA vs SOUTH AFRICA,South Africa,10,Anrich Nortje,not out,1,1,0,0,100,anrich nortje,RSA,P133
